Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verfied,User Since,Location,Bio,Profile Image,Google Maps
1/30/2016,@samdech9,Sam DeChristopher,Even better the third time around #StarWars,693617713537794056,Twitter for iPhone,730,669,0,11,No,11/2/2012,"Attleboro, MA",https://t.co/gD5j8ddR6x,View,
1/30/2016,@ImperialTalker,The Imperial Talker,OB/GYN medicine in the #StarWars galaxy must be pretty crappy if #Padme and #Anakin thought she was pregnant with only one baby... #ROTS,693618317471436800,Twitter Web Client,317,416,2,8,No,5/10/2015,"Alexandria, VA","The Site: devoted to the exploration of the @StarWars universe in fun, intellectual, and unique ways. The Talker: Jeffrey Cagle",View,
1/30/2016,@AstroKatie,Katie Mack,I like this piece by @arthur_affect on the broader cultural context of #StarWars TFA https://t.co/he16YKtXsP,693618391081287681,Twitter for iPhone,32710,2153,24,37,No,4/20/2009,"Melbourne, Australia, or not","(a.k.a. Dr Katherine J Mack) astrophysicist, occasional freelance science writer, connoisseur of airplane food",View,
1/30/2016,@fashionadjacent,Omega,#wheresrey ? Here she is. Astrid off to see #theforceawakens :) she is a #starwars loving paduwan https://t.co/fcQ3okjNWn,693619949131051008,Instagram,848,674,3,11,No,9/25/2011,Melbourne,"I blog about beauty, fatshion and the pursuit of pleasure. I'm not fashion forward - I'm fashion adjacent.",View,
1/30/2016,@Rayuk81,Raymond Lowrie,Another hour done @Row2Recovery @thebastionbaton @leglessrowers #Row4Legless #starwars #StarWarsRebels https://t.co/YHjPVPj1vF,693620880761561089,Twitter for iPhone,371,304,2,7,No,6/2/2010,Devon,"Former Royal Marines Commando, Para-rower and Invictus Games athlete training with Exeter RC and coaching junior Learn to Row for RowingTek at Exeter Quayside",View,
1/30/2016,@MayBBridges,May B.B.,Okay. Going in. I'll tell you how I felt about it when I'm done. I feel so much pressure to like this movie. #StarWars,693621148597092352,Twitter for Android,901,923,0,5,No,4/24/2014,Sotherner in Oregon via CO,"Writes words of my own. Reads & loves words of others. Usually only bites when asked to, but no promises. '15 #PitchWars https://t.co/kz6MqMf1av…",View,
1/30/2016,@redscribe,Emma Osborne,LOOK WHO WE FOUND AT #PrideMarchVic #stormpilot #starwars #TFA https://t.co/wbXcNnWCja,693621833640181760,Twitter for iPhone,1221,2003,14,25,No,2/22/2009,Melbourne,"Fiction writer & poet. Wears superhero/heroine tees. Hufflepuff. Forth. at Pseudopod, out @ Apex, Bastion SF, Shock Totem, QDSF, Year's Best Aus F&H. She/her.⚡️",View,
1/30/2016,@ClassicStarWars,Classic Star Wars,#StarWars Kenner #Dagobah playset with action figures https://t.co/bDWgjHoXFi,693622269839433729,TweetDeck,79458,623,10,34,No,12/22/2012,"A Galaxy Far, Far Away","Classic Original Trilogy, Movies, Cartoons, Holiday Special, Toys, Behind the Scenes, 1977-1997",View,
1/30/2016,@BeyondForeverSt,BeyondForeverStudios,Heavenly. #Starwars #theforceawakens #stormtrooper #501st #makingmovies #nobudget #filmmaking #filming #heaven https://t.co/gFh8XlORAN,693622354715369472,Twitter for Android,89,93,0,1,No,7/4/2012,,"Beyond Forever Studios creates movies and video shorts that contain wonder, magic, cursing, and a variety of other cool shit.",View,
1/30/2016,@BeyondForeverSt,BeyondForeverStudios,The cast of STORMPOOPER. #Starwars #theforceawakens #stormtrooper #501st #makingmovies #nobudget #filmmaking https://t.co/ejNkSFUKA2,693623473948635136,Twitter for Android,89,93,0,1,No,7/4/2012,,"Beyond Forever Studios creates movies and video shorts that contain wonder, magic, cursing, and a variety of other cool shit.",View,
1/30/2016,@angibangie,angie b,"Finally saw #StarWars without seeing spoilers. It was awesome, but I won't ruin it for other parents with toddlers.",693625227960553472,Twitter for iPhone,1069,1294,1,10,No,5/8/2012,"Boston, don't stalk me. i mace","research scientist, low key artist, horror movie lover, feminist, equality, lover of all senses of humor",View,
1/30/2016,@offcanon,Off Canon,"Please, swipe right. #georgelucas #tinder #starwarstinder #starwars https://t.co/4rUZIgizuf",693625640231292928,IFTTT,4926,7,13,31,No,12/31/2015,"Los Angeles, CA",A Star Wars comic written by @ejc and drawn by @aron_ato,View,
1/30/2016,@Nemo19089,Nehemiah (Nemo) Knox,When someone says they have never seen #StarWars https://t.co/BPLG1zagxw,693626924900360192,Twitter for Android,489,1046,6,6,No,10/12/2012,Murica ,Its not who i am underneath...its what I do that defines me...,View,
1/30/2016,@ChandelleLaVaun,Chandelle LaVaun,When @WaltDisneyWorld puts #fireworks to #StarWars music it BLOWS MY DAMN MIND #thankyou #NerdNation @digitalburr 😎 https://t.co/64YO1Zz6N8,693627143822163968,Twitter for iPhone,958,2293,6,17,No,8/24/2013,"Camp Half-Blood, Cabin 3","Writer. book nerd. Addicted to Bling, Slurpees, & Pizza. Epic Fangirl. #GryffindorPride #GoGators #FutureDogLady Rep'd by @LaneHeymont at the @SeymourAgency",View,
1/30/2016,@mevoda,mevoda,A new episode of #StarWars Roleplay! Sorry it's a bit late :) #TheForceAwakens #MinecraftRoleplay https://t.co/HAGGrgbk8p,693629142177312768,Google,163,79,2,1,No,1/8/2014,,"Music maker, Gamer, Youtuber, Super Hero, Delusional",View,
1/30/2016,@digitalburr,James Burr,@ChandelleLaVaun @WaltDisneyWorld omg that is awesome! 🎉 #StarWars & #Nerdlife #NerdNation #DBMOD,693629159394816001,Twitter for iPhone,61347,29452,1,14,No,2/12/2007,Arizona ✈ California,Graphic Designer. Eagle Scout. Web Developer. Gamer. Nerdy Foodie. Founder of @NovaZulu. #DBMOD is the Family. https://t.co/ixpDwqub9Z,View,
1/30/2016,@pwplays,PW Plays,Amen 🙏🏻 #StarWars #starwarsgeek #geek #originaltrilogy #amen #gaymer #gamer #geeky #starwarsdude #love #scifi #yes https://t.co/t1fdbrYUgj,693629325850099712,Twitter for iPhone,44,141,1,3,No,12/22/2015,"Manchester, England","Average Joe (or Paul) style reviews of games & films, hints and tips, funny glitches and other game related/geeky stuff that I love for you to mull over! Enjoy!",View,
1/30/2016,@ClassicStarWars,Classic Star Wars,#StarWars Classic #SandPeople Tusken Raider iron on transfer https://t.co/SERivykgSE,693629824976310274,TweetDeck,79458,623,9,26,No,12/22/2012,"A Galaxy Far, Far Away","Classic Original Trilogy, Movies, Cartoons, Holiday Special, Toys, Behind the Scenes, 1977-1997",View,
1/30/2016,@jaysquivel,Jonathan E,Kylo loved my Darth Vader hoodie so he let me borrow his lightsaber. #StarWars #disneyland… https://t.co/yfSUMiVgcs,693630132192440322,Instagram,827,753,0,3,No,4/14/2009,"West Covina, CA","Photography, Graphic Design. I go to Disneyland too much. follow me on instagram: jaytasmic and my redbubble: jaytasmic",View,Map
1/30/2016,@juanalbertolife,Juan Alberto Castro,Woody skywalker #starwars #toystory #drawing #illustration #woody #lightsaber #cowboy #art… https://t.co/ir6U9m30kx https://t.co/m8Spqq6ecs,693630929894576128,IFTTT,2183,618,1,4,No,7/9/2011,El Salvador,"Fantasy and ScyFi Illustrations, Cartoons and Portraits.",View,
1/30/2016,@OldLeia,Old Princess Leia,"No, I don't want to supersize that galactic burger meal. #starwars https://t.co/3cRrIDlVea",693631265472278530,Twitter for iPhone,7813,354,0,23,No,1/9/2016,Bingo Hall,"Just a badass princess turned general, newly widowed, aging gracefully in this bitch called a galaxy far far away. Yeah it's an old picture. Parody.",View,
1/30/2016,@NateRuegger,Nate Ruegger,My wife @PowerLeca is currently singing the #StarWars Gangsta Rap in the shower. Can I marry her again?,693631330794377216,Twitter for Android,1070,1016,0,6,No,9/19/2011,"Los Angeles, CA",Filmmaker. Fanboy. Animaniac. I write and direct suspense thrillers for nerds. #TheBitchList2016,View,
1/30/2016,@TODDCastPodcast,Todd Hancock,My 5yr old is walking around the house humming the #StarWars theme song. **drops mic** My work here is done.,693632753967845376,Twitter for iPhone,6328,2013,0,6,No,7/25/2011,"Vancouver, BC, Canada",Daddy. Husband. Son. Brother. Friend. Nerd. Former CFOX Afternoon Host (2003-2014). TODDCast Podcast Host https://t.co/eP6Eds9SrJ,View,
1/30/2016,@ne_reynolds,Nathan Reynolds,Finally finished my #StarWars drawing I started before #TheForceAwakens came out!! https://t.co/F6LFznp0Re,693633192637628416,Twitter Web Client,71,116,0,7,No,11/8/2014,,"I'm in love with @Kendra_0531. I love God, drawing, and comic books. I draw a lot of nerdy stuff. Inquiries: ner3131@gmail.com or DM me.",View,
1/30/2016,@ohmgee,martin gee,sneak peek: 2-1B / one ninth of an illo i can share on monday (i think!) =P #starwars #esb #illustration #vector https://t.co/4rmseZ4E7B,693633413656530944,Twitter for iPhone,3036,853,1,6,No,5/16/2008,nyc,"senior art director @TIME // illustrator // emmy winner // visual junkie // cats, lego and star wars",View,
1/30/2016,@CogentCoder,Cogent,Disney wants to get devs and film directors working together on Star Wars VR projects https://t.co/OC3oiFHZlb #indiedev #gamedev #starwars,693634989641109504,Twitter Web Client,694,1125,4,5,No,11/27/2014,,Game developers specializing in Ramen Noodle Mallets! https://t.co/xlblVt4guK,View,
1/30/2016,@HumanoidHistory,Humanoid History,Ralph McQuarrie production art for the original #StarWars. https://t.co/E1ktFrU0Vl,693636973408325632,Twitter Web Client,2263,532,2,7,No,5/18/2011,"Los Angeles, CA","All the wonders of space and time, from ancient lands to galaxies far, far away.",View,
1/30/2016,@iamnicaries,Nicole Bia,How I'm going to spend my Saturday night 😍😍😍 #StarWars #FanForLife… https://t.co/yxOUenymsT,693636988864479233,Instagram,331,687,0,4,No,12/9/2015,"Arizona, USA",,View,
1/30/2016,@TeamSuperman,Team Superman,Cool #Superman and #StarWars Han Solo #cosplay https://t.co/4R7Zw3JnSV,693639802470555648,Twitter for iPhone,1748,1587,2,6,No,9/6/2015,Fortress of Solitude,An online community for official news and updates about #Superman. Truth. Justice. Hype. Tweets by @mauricem1972,View,
1/30/2016,@DaisyDaily,Daisy Daily,🤗👉🏻😍👈🏻😁👉🏻😻#StarWarsTheForceAwakens #starwars #starwarsfan #reyskywalker #daisyridley (Vine by @zbanzin) https://t.co/UvvxUYUrk3,693639973183045632,Vine for Android,1673,793,3,18,No,12/30/2015,No DMs please,"Daisy Ridley Daily & Rey :) The Best Vines, Gifs, Pics...We/Star Wars will never be the same! #DailyDaisy #ReyAwakens #VoteDaisyRidley #KCA",View,
1/30/2016,@DaisyDaily,Daisy Daily,4 hours two backers ONE BB cake #bb8 #ray #starwars #TheForceAwakens #daisyridley (Vine by @bellasaylor_17) https://t.co/OSy4dBP2BS,693640058298089472,Vine for Android,1673,793,4,20,No,12/30/2015,No DMs please,"Daisy Ridley Daily & Rey :) The Best Vines, Gifs, Pics...We/Star Wars will never be the same! #DailyDaisy #ReyAwakens #VoteDaisyRidley #KCA",View,
1/30/2016,@GoldilocksSocks,Goldilocks and Socks,#StarWars inspired #Yoda outfit https://t.co/s3GBBCQZqQ #etsyaaa #etsymntt #epiconetsy #craftbuzz #craftsesh https://t.co/cIg1eh20PA,693643383265456129,Buffer,11698,9297,20,6,No,1/3/2011,"Texas, USA",Making adorable baby and toddler clothes! Join our Retweet party and use #Craftsesh!,View,
1/30/2016,@Quillboy2,Steven Shaw,Kylo & Rey do battle in the snow #StarWars #TheForceAwakens 😊👍🏻 https://t.co/k9lDJcA64k,693644973212844032,Twitter for iPhone,4023,4316,0,1,No,12/4/2013,NJ,"Trying hard to give u a mix of the humorous, horny, & real since day 1. I love my tweeps :). Warning: Porn at my blogspot! #TeamFollowback",View,
1/30/2016,@BobaFettANHSE,Mark Austin,“@ClassicStarWars: #StarWars Uncle Owen https://t.co/XVccjvO1CE” a great kind man Phil Harris,693645566383775744,Twitter for iPhone,3059,1954,3,8,No,4/5/2015,Docking Bay 94,"I played Boba Fett in Star Wars - A New Hope (Special Edition, 1997). Animation/fx supervisor at ILM, Disney, Sony, Third Floor, MPC, Proof, BOSA",View,
1/30/2016,@StarWars_GN,Skywalker Strikes,#NHLAllStar knows #starwars #Chewbacca https://t.co/mr0bsfUNHI,693645833141620736,Twitter for iPad,175,714,1,5,No,1/23/2016,Death Star,"Discussing Canon & Legends in the universe of #StarWars graphic novels. I'm a dude, I do not hate the prequels.",View,
1/30/2016,@jakoblewis,jakob lewis,It's gettin' nerdy tonight. #starwars #boardgame https://t.co/R1rP7V29QU,693647973226565632,Twitter for iPhone,400,489,0,5,No,2/16/2010,"nashville, tn","Radio Producer, Storyteller. Founding member of http://t.co/WcVsskljj5 Fond of Irish music.",View,
1/30/2016,@EricJ_Designer,Eric Johnsen,"Oh goodness... I love this so damn much. It's Po Dameron! ""Everybody was X-Wing Flying!"" 😂🐼 | #StarWars #KungFuPanda https://t.co/FDSjacoKQS",693648778855849985,Twitter for iPhone,1552,2571,5,11,No,4/15/2011,America's Capital,Designer @GRAPHEK_Inc. Proud Alumni @VCUarts. Typography Aficionado. Avid Geek & Pop Culture Enthusiast. Spirited Sports Fanatic. Work Hard & Love What You Do!,View,
1/30/2016,@Barnacules,Barnacules,Because #Starwars #forceawakens and stuff! Where is Han? #toosoon https://t.co/qxvW8ZSuj4,693649867713953793,Instagram,70853,656,0,33,No,8/16/2012,BarnaculesManCave@gmail.com,"630,000+ Subscriber YouTuber | Live Streamer | Tech Reviewer | Software Developer | Pro Nerd | #Poopnap Inventor | Instagram w/ me @ https://t.co/vtuIBgLOQJ",View,
1/30/2016,@DarkDrinkerTTK,Dark-Drinker TTK,HE FORCE PUSHED THE DUDE STRAIGHT INTO A TIE FIGHTER #heartless #starwars #gaming (Vine by @digg) https://t.co/BvFdDBCYQU,693651090944966657,Vine - Make a Scene,514,430,8,13,No,6/30/2015,Taken King ,With your own hands you forged the mighty Dark-Drinker. Now take it in hand and slake it's thirst | @Blahzahz is bae/senpai,View,
1/30/2016,@DAVlDDUCHOVNY,txf revival rachael,I love my family. #StarWars https://t.co/MFXaKtwi1H,693651094472384513,Twitter for iPhone,4893,344,2,7,No,7/22/2014,remchael • ♕♡☾,"you're never just anything to me, scully ☆ infp",View,
1/30/2016,@downlowdhere,Downlow'd  ▘▂▝,Sooo #bb8 rocks the party better than me 🤔 🤖 #starwars #housemusic #edm #edmlife #edmbabes… https://t.co/rj0ykQ2Aht,693651236894146561,Instagram,14405,8072,0,5,No,11/8/2010,Low'dcraft,I make computer music. You'd understand if you had robot ears. Management: Ashley@bigmgmt.com,View,
1/30/2016,@haythamfangirl,Linsey Grace,Me looking all Miss Fancy while holding my #StarWars book beside my bookshelves. https://t.co/ye91VevfjK,693651418171981824,Twitter for Android,1563,2702,2,11,No,3/6/2015,Space Daddy & Ballsack Bitches,Star Wars ★ OUAT ★ Arrow ★ Flash ★ Supergirl ★ AOS ★ Luke Skywalker ★ HanLeia ★ Rumbelle ★ Carrie Fisher ★ Katie Cassidy ★ Assassin's Creed ★ Superheroes ★,View,
1/30/2016,@ClassicStarWars,Classic Star Wars,#StarWars hanging out on set https://t.co/D7Xibit2MQ,693652452105555969,TweetDeck,79458,623,29,88,No,12/22/2012,"A Galaxy Far, Far Away","Classic Original Trilogy, Movies, Cartoons, Holiday Special, Toys, Behind the Scenes, 1977-1997",View,
1/30/2016,@DeepAdvantage,Deep Advantage,One of the new #starwars movies might be shot in outer space. #technology https://t.co/r3gBhQ22o5 https://t.co/UxlTPtRxMS,693653970728935424,Buffer,12848,14120,6,3,No,6/20/2014,United States,"We create #MachineLearning Marketing products. Your source for #GrowthHacking, #SEO & #bigdata.We love #contentmarketing and #SocialMediaMarketing .",View,
1/30/2016,@DarthMaultpm,Darth Maul,"Plot twist: Our presidential candidate is actually Jar-Jar, not Donald Trump. #StarWars https://t.co/SMr6yyOaVc",693654328217882624,Twitter for iPhone,1322,941,5,17,No,1/6/2016,Dathomir,Trained in the ways of the Sith. #SithAssassin. Verified in the ways of the force. My hate for #ObiWan fuels my strength for the #DarkSide Parody Account.,View,
1/30/2016,@kelseyr713,Jedi Kelsey,"So I pre-ordered #TheForceAwakens from Amazon before there was a release date. Just got an e-mail: it releases April 5, 2016! :D #StarWars",693654353320767488,Twitter Web Client,2016,2096,0,9,No,2/20/2009,The Commonwealth,Actress. EIC for @NerdybFlirty. One of the @streamfriends. Chaotic Good. Pro mage. You must gather your party before venturing forth. Rot13 for spoilers.,View,
1/30/2016,@BillsBusCaptain,Michael Anthony,#StarWars is playing at @whereslloyd on #Hertel. Thank you!,693654844473737216,Twitter for Android,876,1508,1,10,No,4/4/2009,"Buffalo, NY",Just a regular guy with an extreme affinity for the Buffalo Bills and Buffalo Sabres. Proud co-owner of The Bills Bus est. 2008.,View,
1/30/2016,@jaiportillo,Jai,Do you even vape bro? R2D2 does. 😎🤖💨 #vapelife #r2d2 #starwars… https://t.co/dDoumSiKjx,693655362700972032,Instagram,34,70,0,2,No,10/18/2013,Rio Rancho,,View,
1/30/2016,@haythamfangirl,Linsey Grace,Here's my #StarWars blanket! @HamillHimself @carrieffisher what do you guys think? :D https://t.co/nbGhrT9eFF,693655643467694080,Twitter for Android,1563,2702,0,5,No,3/6/2015,Space Daddy & Ballsack Bitches,Star Wars ★ OUAT ★ Arrow ★ Flash ★ Supergirl ★ AOS ★ Luke Skywalker ★ HanLeia ★ Rumbelle ★ Carrie Fisher ★ Katie Cassidy ★ Assassin's Creed ★ Superheroes ★,View,
1/30/2016,@JeremyTreece,Jeremy Treece,#Yoda #StarWars finished. https://t.co/NkgSNX7kIf,693655838725128192,Twitter for iPhone,1055,107,2,5,No,4/11/2009,"Holly, MI",Comic Book Creator est.1982 Hanger.Baby / I'm So Goth! / Gravity Girl,View,
1/30/2016,@ForceGirls,Force_Girls,#OFG @christinethefett making the darkside look good as always #kyloren #sith #theforceawakens #starwars #forcegirls https://t.co/etUKMD42OO,693658914961756160,Twitter for iPad,2318,171,2,12,No,4/4/2013,In a galaxy far far away,"Bringin ya EPIC #StarWars fangirls, art, tattoos, & giggles from ALL over the Galaxy! PM submissions, rude comments get ya blocked #cosplay #dorkside #nerdgasm",View,
1/30/2016,@people,People Magazine,#StarWars actress Gwendoline Christie confirms she will be in the next film https://t.co/nTXqhhABL5 #sagawards https://t.co/mpONOYh9XT,693660003878715392,SocialFlow,6992905,1454,62,126,No,3/20/2009,,"https://t.co/4HzJYZeppu is the No. 1 site for celebrity news! For more updates, check us out on Snapchat Discover.",View,
