Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verfied,User Since,Location,Bio,Profile Image,Google Maps
1/29/2016,@Daily_Express,Daily Express,It won't take 9 1/2 weeks to guess which blonde bombshelll is in the new #FiftyShades film! https://t.co/BZBG738NIm https://t.co/4CwzAZrJzI,693252051833212928,TweetDeck,456790,389,2,2,No,12/5/2008,London,http://t.co/xNo7rgb8JJ - Home of the Daily and Sunday Express,View,
1/29/2016,@fiftyseries,Fifty Shades of Grey,Fifty Shades of Grey publisher ordered to pay $11.5m in royalties to teacher - The Guardian https://t.co/SoNvhxPB53 #FiftyShades,693256640754118656,twitterfeed,21625,24,0,2,No,9/12/2012,,"For fans of the Fifty Shades of Grey series - everything you'd like to know about the books, characters and upcoming film.",View,
1/29/2016,@EverythingFSOG,everythingfsog,It's just around the corner! #fiftyshadesofgrey #fiftyshadesdarker #fiftyshades https://t.co/nhzTeOYPoJ,693259112696692736,Twitter for iPhone,497,18,2,7,No,9/8/2014,,"Everything Fifty Shades of Grey can be found on: Instagram, Facebook, Tumblr and Pinterest!",View,
1/29/2016,@JinnelleCroteau,Jinnelle Croteau,Wow this movie is so weird #fiftyshades,693267503087251456,Twitter for iPhone,272,130,0,1,No,12/18/2011,,Adeline❤️,View,
1/29/2016,@WritersEdit,Writer's Edit,13 Terrible Bits Of #Writing In Fifty Shades Of Grey by @aljwhite -> https://t.co/SlgyAXobrC #writerslife #books #FiftyShades,693268659553247232,Writer's Edit Twitter Bot,37283,28940,5,3,No,9/9/2013,Sydney,"We publish writing advice, industry news, author interviews and the 'Kindling' anthologies.",View,
1/29/2016,@ShadesUpdates,Fifty Shades Updates,"Seriously though, how beautiful is our Anastasia? I can't imagine anyone else playing her. #FiftyShades https://t.co/uG6DIhUSct",693269457511280641,Twitter Web Client,66385,602,81,310,No,12/7/2013,,Follow for all the latest news on the Fifty Shades of Grey films based on the trilogy by @E_L_James (fansite) #OfficialFifty Member -run by @MichelleNReed,View,
1/29/2016,@AnaSteeleG50,FiftyShadesAlluring,New picture of Max Martini and a fan. #JasonTaylor #FiftyShades #maxmartini https://t.co/dtcf1NRhen,693280095558090753,Twitter for Android,794,673,0,2,No,12/20/2014,worldwide,24/7 Daily news. #FiftyShadesOfGrey #ChristianGrey #JamieDornan #AnastasiaSteele #DakotaJohnson #THANKFUCKFORJAMIEDORNAN,View,
1/29/2016,@MrsGreyDornan,∂αʀκƐʀ,This kiss deserves all the damn awards in the whole fuck**n world #FiftyShades https://t.co/mgG2sx7Y2k,693281080552476672,Twitter for Windows,662,409,3,6,No,4/1/2015,"Mexico, but one day NYC ❤️","“You wanted hearts and flowers,” he murmurs. “You have my heart. And here are the flowers”||❤️||@angeladornan my bestie forever||JD&DJ+FSOG= LIFE||",View,
1/29/2016,@vinanurwanita2,mpiehpin2,Can't wait for them to start filming Darker..Yayyyy #FiftyShades #JamieDornan #DakotaJohnson https://t.co/y48XnNJ0Ng,693285812578856960,Twitter for Android,1503,2186,0,11,No,5/24/2014,Indonesia,*Super Junior* @donghae861015 *EunHae * @iansomerhalder *Delena* @JamieDornan @MattBomer @SerkanCayoglu @baris_arduc,View,
1/29/2016,@Tragic_Kiss,Tragic Kiss,Thoughts on #KimBasinger in a #FiftyShades sequel? https://t.co/EuXm5NJ3ko #stilllooksfab https://t.co/tBHimcDx9i,693287805808726021,Twitter Web Client,4832,975,0,1,No,4/9/2014,The Republic of Texas,"A LUXURY LINGERIE EXPERIENCE. STORIES OF LOVE, LUST, AND LIFE. DESIGNED FOR THE SVELTE WOMAN. DESIGNED TO INCITE RECKLESSNESS.",View,
1/29/2016,@KrystalHardwick,Krystal Hardwick,Fifty Shades of Bla!! So excited! #fiftyshades #fiftyshadesofblack #datenight 🙌😁 https://t.co/wbG3B56tzi,693289425221111808,Instagram,429,248,0,0,No,1/25/2011,"Houston, TX",Singer-Songwriter // The Tale of Two Fish available now on iTunes // https://t.co/UBF3k16CSZ,View,
1/29/2016,@stormnpaparazzi,Storm & paparazzi,@50Latersbaby As if that's even the same actress. #lame #fiftyshades,693290400354676737,Twitter for iPhone,46,73,0,0,No,8/28/2009,,,View,
1/29/2016,@ShadesOfJamie,♡ FSOG - GERMANY ♡,Jamie Dornan @ Tranquility Hair & Beauty in #Holywood #Belfast yesterday ♥ #JamieDornan #TheFall #FiftyShades https://t.co/ncZYOlLZSC,693305181191151616,Twitter Web Client,6906,3146,1,8,No,5/13/2009,Deutschland,FB: Fifty Shades of Grey Fans - Deutschland ✿ We're also @BJBookBlog ✿ IG: http://t.co/SrYorUHWgZ,View,
1/29/2016,@writer6,Taylor M. Street,"The Random Thoughts of a Writer: Entwined with You: Oh, for the love of God! Do... https://t.co/ii0nR5nVd3 #FiftyShadesofGrey #FiftyShades",693341506904522753,Twitter Web Client,1469,2002,0,0,No,5/22/2009,Earth,Taylor Madison Street: Constantly being quirky and having neurotic freak out moments since 1987.,View,
1/30/2016,@DebraDeb353,DEBRA,"""@universaluk: Vote for #FiftyShades star Dakota Johnson to be this year's EE Rising Star. #EEBAFTAs """,693343923306172416,Twitter for Android Tablets,243,1335,0,0,No,12/11/2012,,"cna,emt,sr group worker, now retired happy wife and grandmother.",View,Map
1/30/2016,@Celouetflo,Spectorette,Good morning lovelies #FiftyShades #fiftyfamily @E_L_James https://t.co/XXZkqUjGfe,693346562722918400,Twitter for Android,172,317,1,5,No,11/15/2013,Aix en provence France,mother wife lover Belfast frenchgirls 7/12/2015 #JamieDornan #FSOG #theFall #greysisters #Formentera #fitness #golf #clubbing,View,
1/30/2016,@AnaSteel95,Anastasia Steele,Good morning #FiftyFamily 😍😍 -15 days For #FiftyShadesDarker 🎥⌛️!!#ChristianGrey #fiftyshades https://t.co/swXwazbtrl,693349718756347904,Twitter for iPhone,1107,380,8,28,No,12/8/2015,"Seattle, WA",Official Account @Twitter of Anastasia Steele || WSU Graduate ||Editor in Chief at Grey Publishing.,View,
1/30/2016,@OKMiddleEast,OK! Middle East,Kim Basinger has been cast at the PERFECT Mrs Robinson for Fifty Shades Darker #FiftyShades https://t.co/neHsFG0P5n,693352903059222528,Twitter for iPhone,9672,1800,0,0,No,6/4/2011,"Dubai, UAE","Bringing you the best celebrity news, fashion, beauty and travel, from here, in the Middle East, to Hollywood... Facebook, Instagram & Snapchat @OKMiddleEast",View,
1/30/2016,@fiftyshadeshk,FiftyShadesHK,Have a lovely Saturday! #FiftyShades #JamieDornan https://t.co/0WxZZ8QvqE,693359648666181632,Twitter for iPhone,10444,162,59,147,No,11/14/2014,Hong Kong ,First Hong Kong fansite for the worldwide phenomenon Fifty Shades of Grey by Robin. News on Jamie Dornan and Dakota Johnson. Contact at fiftyshadeshk@gmail.com,View,
1/30/2016,@AnaSteel95,Anastasia Steele,"MY HOUSE, MY BEAUTIFUL HUSBAND, MY BEAUTIFUL LIFE. #FiftyShades https://t.co/uEacd5L8o0",693364181735772160,Twitter Web Client,1107,380,1,21,No,12/8/2015,"Seattle, WA",Official Account @Twitter of Anastasia Steele || WSU Graduate ||Editor in Chief at Grey Publishing.,View,
1/30/2016,@50ShadesJournal,FiftyShadesJournal,"#fiftyshades UPDATED (on January 30,2016) They will start filming the sequels one day later https://t.co/0ZMgk6beaZ https://t.co/PRt9peHqQR",693373770787098625,Twitter Web Client,191,114,0,0,No,1/18/2015,France,"Livres, photos et voyages ♥ Justine #FiftyShades",View,
1/30/2016,@MrVlines,Mr Abs,If muscles turn you on 😏😏😏#fiftyshades #kik #kikme #thefreakcircle #50ShadesOfGrey #50Shades #Retweet #ELJames #Grey #ChristianGrey,693379020449275904,Twitter for iPhone,776,505,0,0,No,12/23/2012,,If you like #biceps #abs #vlines and #pecs basically just #muscles in general follow me,View,
1/30/2016,@FSOG_UK,Fifty Shades UK,#FiftyShadesDarker filming now to start on February 16th! #FiftyShades https://t.co/S2fztMKZya,693380552003600384,Twitter for iPad,25507,303,12,40,No,11/18/2013,UK,"Fan of all things @FiftyShades. Saw @JamieDornan on @TheGNShow on 27 Feb 14, 12 Feb 15. Organiser of the #FiftyShadesWatchalong & #DailyFiftyShadesQuestion.",View,
1/30/2016,@toonstra65,fsog fan holland,@AnaSteel95 Good morning Lovely 🙋 have a beautiful day 💜 Yess almost it is so for 😙 can't wait for New pics from #FiftyShades😍,693382076540796928,Twitter for Android,1560,312,1,4,No,3/25/2015,"Friesland, Netherlands,Holland",wife & mom*BIG Jamie Dornan fan *FIFTY SHADES FAN and The Fall I Love ❤,View,
1/30/2016,@JRLuxor,JR Luxor,@HuffPostBooks panel of 3 disagree about #FiftyShades https://t.co/kTySTQmEuQ #BDSM #Kink https://t.co/RROxZxqjj0,693388003205615616,Tweet Jukebox,27846,29017,0,1,No,6/15/2014,San Francisco,Husband & wife living the lifestyle. He writes BDSM. I Retweet. Followers get Followback. #SurrenderSat because Saturday is the best day for submission.,View,
1/30/2016,@FSOG_UK,Fifty Shades UK,Happy Saturday! Today's #DailyFiftyShadesQuestion is about @GreyEnt! https://t.co/265MSD3dDJ #FiftyShades https://t.co/ddbEVYcrl2,693389959353516032,Twitter for iPad,25507,303,9,48,No,11/18/2013,UK,"Fan of all things @FiftyShades. Saw @JamieDornan on @TheGNShow on 27 Feb 14, 12 Feb 15. Organiser of the #FiftyShadesWatchalong & #DailyFiftyShadesQuestion.",View,
1/30/2016,@ShowFilmFirst,Showfilmfirst.com,#KimBasinger lands #FiftyShades role https://t.co/3AiVWKYbEc,693392242334109696,Facebook,13532,2708,0,1,No,1/27/2010,UK,http://t.co/01XPXvGIAC hold previews for films they want feedback on before they open in the cinema! You register. We invite you to a screening. You tweet it!,View,
1/30/2016,@ShowFilmFirstAU,ShowFilmFirst AUS,#KimBasinger lands #FiftyShades role https://t.co/RzMwWY0ITD,693392718664482817,Facebook,581,1289,0,0,No,7/1/2010,Australia,ShowFilmFirst Australia give away 1000's of tickets each year to special film previews. We want to hear your feedback! Tweet it! Visit our website and register!,View,
1/30/2016,@gumijagody,Fifty Shades Sweden,Seven days left!🍀 #FiftyShades https://t.co/bMEK2bFsqU,693397810008453121,Twitter for iPhone,9401,6418,1,1,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@dakotaforevere,Ana,Happy! #FiftyShades https://t.co/yjm148e3BW,693398609962864640,Twitter for iPhone,854,579,5,27,No,12/13/2015,"Seattle, WA",",”You wanted hearts and flowers,” . “You have my heart.” . “And here are the flowers.”, #Darker",View,
1/30/2016,@dakotaforevere,Ana,I love him!!! #ChristianGrey #FiftyShades https://t.co/8lnwm2W18X,693399939381116929,Twitter for iPhone,854,579,6,31,No,12/13/2015,"Seattle, WA",",”You wanted hearts and flowers,” . “You have my heart.” . “And here are the flowers.”, #Darker",View,
1/30/2016,@AnaSteel95,Anastasia Steele,"Christian, I want you, I'll think about you. #FiftyShades https://t.co/TqXpo9bpgh",693402958797611008,Twitter Web Client,1107,380,1,16,No,12/8/2015,"Seattle, WA",Official Account @Twitter of Anastasia Steele || WSU Graduate ||Editor in Chief at Grey Publishing.,View,
1/30/2016,@nniicckkeey,Fashionista,Kim Basinger is playing Mrs. Robinson in #FiftyShadesDarker. #cantwait #FiftyShades #celebritynews https://t.co/O1B99C1IoD,693405264972771329,Twitter for iPhone,633,1737,0,3,No,10/10/2013,The world of fashion,"It's all about #Fashion! I share my thoughts on fashiontrends,events, redcarpetnews & fashionshows. I 've to admit I'm also a real coffeelover☕️ #fashionblogger",View,
1/30/2016,@Israelgirly,Rika-Germany,"Greyt 4 #FiftyShades fans: ""I used to have a life. Then Mrs Grey wrote kinky books"":https://t.co/ilQOZLdwg8 https://t.co/q9u3CRraEu",693405997386330112,Twitter Web Client,1545,1584,0,1,No,1/17/2011,ShirtWorld,Fangirl :) #FiftyShades #JamieDornan AND #AmeliaWarner #MattBomer #Dallas #LeightonMeester #GossipGirl #OnceUponATime #Warehouse13 #WhenCallsTheHeart,View,
1/30/2016,@fsog_greysessed,Michelle | FSD,"January 30, 2015 >&gt; Glamour's Confessions with #JamieDornan and #DakotaJohnson released! ❤️ #FiftyShades https://t.co/ACrPPuBeIW",693407648876777472,Twitter for iPad,6933,689,18,54,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@fsog_greysessed,Michelle | FSD,"January 30, 2015 >&gt; Glamour's Confessions with #JamieDornan and #DakotaJohnson ❤️ #FiftyShades https://t.co/xNqMz64pUB",693408918207348738,Twitter for iPad,6933,689,21,58,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@patafba,Patrícia Almeida,Miss hear this! #theweeknd earned it #FiftyShades https://t.co/dxsIDQ7zRC,693409582933241856,Twitter for iPhone,184,240,0,0,No,8/16/2014,Portugal,"“Life is not measured by the number of breaths we take, but by the moments that take our breath away” http://t.co/NAr68M5ADO",View,
1/30/2016,@fsog_greysessed,Michelle | FSD,#JamieDornan and #DakotaJohnson matching faces on Glamour's Confessions 😊😏 #FiftyShades #FSOG https://t.co/juohGZA0a8,693410923952914433,Twitter for iPad,6933,689,14,53,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@HisHersFoodBlog,His&HersFoodBlog,@LuckyPeach #fiftyshades of @davidchang and #NYnoodletown!!! #SauceSquad,693414018065809409,Twitter for iPhone,45,71,0,0,No,4/2/2015,"Chicago, IL",Two opinions: One that matters,View,
1/30/2016,@50Latersbaby,Fifty Shades Darker,"I employ over 40,000 people Miss Steele.... #FiftyShades #FSOG @50Latersbaby https://t.co/pqCfjYTfCU",693415739819192320,Pinterest,63758,5552,3,32,No,4/30/2012,New York,"Crissy from the Laters, Baby site and Fifty Shades Fan Podcast http://t.co/IhTFj1kc9W I love reading, travel, photography and giraffes! Laters!",View,
1/30/2016,@50Latersbaby,Fifty Shades Darker,"Well, you'd better drive carefully. #FiftyShades @FSOG @50Latersbaby https://t.co/v3LDfJfHrs",693416135417536514,Pinterest,63758,5552,3,32,No,4/30/2012,New York,"Crissy from the Laters, Baby site and Fifty Shades Fan Podcast http://t.co/IhTFj1kc9W I love reading, travel, photography and giraffes! Laters!",View,
1/30/2016,@50Latersbaby,Fifty Shades Darker,"There are a few items I need. To start with, I'd like some cable ties. #FSOG #FiftyShades @50Latersb https://t.co/ce2c9mWxvH",693416779851382784,Pinterest,63758,5552,3,24,No,4/30/2012,New York,"Crissy from the Laters, Baby site and Fifty Shades Fan Podcast http://t.co/IhTFj1kc9W I love reading, travel, photography and giraffes! Laters!",View,
1/30/2016,@Israelgirly,Rika-Germany,"NEW for #FiftyShades fans: Get the ""Power of Fifty"" - Beautiful items with Grey, Seattle & Charlie Tango! HERE... https://t.co/XY0PYPns1l",693417330848722944,Facebook,1545,1584,0,2,No,1/17/2011,ShirtWorld,Fangirl :) #FiftyShades #JamieDornan AND #AmeliaWarner #MattBomer #Dallas #LeightonMeester #GossipGirl #OnceUponATime #Warehouse13 #WhenCallsTheHeart,View,
1/30/2016,@50Latersbaby,Fifty Shades Darker,What is your thing Anastasia? #FiftyShades #FSOG @50Latersbaby https://t.co/3McwIcCWpz,693417432866787328,Pinterest,63758,5552,3,34,No,4/30/2012,New York,"Crissy from the Laters, Baby site and Fifty Shades Fan Podcast http://t.co/IhTFj1kc9W I love reading, travel, photography and giraffes! Laters!",View,
1/30/2016,@wilfreku,Wilfredo Kula,"NEW for #FiftyShades fans: Get the ""Power of Fifty"" - Beautiful items with Grey, Seatt https://t.co/utuX0dlZTU https://t.co/BOki8Gu5H0",693417509613998080,Marny Pitcher895,82,17,0,0,No,1/27/2016,,,View,
1/30/2016,@50Latersbaby,Fifty Shades Darker,"Oh - and Anastasia, I'm glad Miss Kavanagh couldn't do the interview. #FiftyShades #FSOG @50Latersba https://t.co/s2FHEWdTza",693417864091549696,Pinterest,63758,5552,8,50,No,4/30/2012,New York,"Crissy from the Laters, Baby site and Fifty Shades Fan Podcast http://t.co/IhTFj1kc9W I love reading, travel, photography and giraffes! Laters!",View,
1/30/2016,@50Latersbaby,Fifty Shades Darker,"Ana. My name's Ana. What can I help you with, Mr. Grey. #FSOG #FiftyShades @50Latersbaby https://t.co/aPtkKIGSJJ",693418356452515840,Pinterest,63758,5552,2,39,No,4/30/2012,New York,"Crissy from the Laters, Baby site and Fifty Shades Fan Podcast http://t.co/IhTFj1kc9W I love reading, travel, photography and giraffes! Laters!",View,
1/30/2016,@gumijagody,Fifty Shades Sweden,"Help me raise $500 for @IS_Foundation,donate $10 to get a huge #FiftyShades poster through https://t.co/PY5vl4J1gA. https://t.co/MctWuHqgrQ",693424433474748416,Crowdfire App,9401,6418,0,5,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@gumijagody,Fifty Shades Sweden,"Help me raise $500 for @IS_Foundation,donate $10 to get a huge #FiftyShades poster through https://t.co/PY5vl4J1gA. https://t.co/D5PLLwXWUp",693424682951950336,Crowdfire App,9401,6418,4,4,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@CoryYStandby,Cory Y Standby,50! reviews:'deep and emotional read' 'poignant and funny' 'well written'+male version of #FiftyShades/#BridgetJones https://t.co/tpuUWoWacF,693425516716638209,Twitter Web Client,1699,5002,1,2,No,4/2/2015,London & Surrey  (from Leeds!),Ex Lawyer - now Aspiring Author .... ....born in Leeds & Yorkshire! + hugely proud Dad to 4 amazing sons who are now making their own way in the world,View,
1/30/2016,@Israelgirly,Rika-Germany,"GREYt ""FiftyLove"" shirts with eyes of Jamie&Dakota: https://t.co/IKWi9UANBK #FiftyShades FREE shipping 2 + items! https://t.co/3RzVIQYWDt",693427373170167809,Twitter Web Client,1545,1584,2,12,No,1/17/2011,ShirtWorld,Fangirl :) #FiftyShades #JamieDornan AND #AmeliaWarner #MattBomer #Dallas #LeightonMeester #GossipGirl #OnceUponATime #Warehouse13 #WhenCallsTheHeart,View,
1/30/2016,@alazarandrew,Alazarandrew,"@KingBach Check out King Bach,,,, he is so funny+Talented and his making his way to the top of movies #Fiftyshades of black check him out.💯",693430550363803649,Twitter for iPhone,698,1011,0,2,No,7/9/2014,Compton CA,"Motion Graphics, 0 to 100%Follow Back Real Quick, DO IT FOR THE VINE! IG alazarandrew",View,
1/30/2016,@gumijagody,Fifty Shades Sweden,"Help me raise $500 for @IS_Foundation,donate $10 to get a huge #FiftyShades poster through https://t.co/PY5vl4J1gA. https://t.co/6yg8vVciAM",693433750932299779,Crowdfire App,9401,6418,0,6,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@50Latersbaby,Fifty Shades Darker,Christian Grey and Anastasia Steele #FiftyShades #FSOG https://t.co/bVnX2nQsy1,693434894500937728,Hootsuite,63758,5552,20,115,No,4/30/2012,New York,"Crissy from the Laters, Baby site and Fifty Shades Fan Podcast http://t.co/IhTFj1kc9W I love reading, travel, photography and giraffes! Laters!",View,
1/30/2016,@AnaSteel95,Anastasia Steele,Me and Christian ....Happy Moments #FiftyShades https://t.co/MnLUW4jBSj,693435410844905473,Twitter Web Client,1107,380,6,24,No,12/8/2015,"Seattle, WA",Official Account @Twitter of Anastasia Steele || WSU Graduate ||Editor in Chief at Grey Publishing.,View,
1/30/2016,@gumijagody,Fifty Shades Sweden,"Help me raise $500 for @IS_Foundation,donate $10 to get a huge #FiftyShades poster through https://t.co/PY5vl4J1gA. https://t.co/TNzS4DUZIZ",693436271453167616,Crowdfire App,9401,6418,0,7,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@LauraLaPrincesa,Laura oder so.,Best thing to do on a rainy afternoon #FiftyShades #JamieDornan #DakotaJohnson https://t.co/OAWJV8v5an,693436738199486464,Twitter for iPhone,94,197,0,1,No,2/26/2009,Köln ,Maybe everything was meant to be this way..,View,
1/30/2016,@fiftyseries,Fifty Shades of Grey,"Kim Basinger Joins ""Fifty Shades of Grey"" Sequel - kwbe https://t.co/hoWgQaqDN5 #FiftyShades",693438675678433280,twitterfeed,21625,24,0,8,No,9/12/2012,,"For fans of the Fifty Shades of Grey series - everything you'd like to know about the books, characters and upcoming film.",View,
1/30/2016,@fiftyshadesqc,FiftyShadesQc,17 days until #FiftyShades Darker #Vancouver #Filming https://t.co/GbCdCfywh1,693438710218670081,Twitter for iPhone,2960,258,15,51,No,7/14/2015,"Québec, Canada","Marie, fan of #FiftyShades and @E_L_James | Infos Qc | #IncurableRomantic #FanGirl | New-Nouveau | Contact: fiftyshadesqc@gmail.com",View,
1/30/2016,@MrRichardLovett,Richard Lovett,If I was #ChristianGrey I'd be having twisted incest sex with my sister #ritaora instead! #FiftyShades #RitaOra https://t.co/aInpj8vcDL,693446107217661952,Twitter for iPhone,216,134,0,3,No,11/27/2011,,instagram richard__lovett,View,
1/30/2016,@fsog_greysessed,Michelle | FSD,Love me a piano... 🎹❤️ Shared two years ago today by @E_L_James on IG • #FiftyShades {1.30.14} https://t.co/kQ7BPiGIbL,693446180387340288,Twitter for iPhone,6933,689,15,40,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@fsog_greysessed,Michelle | FSD,"It seems Christian asked Ana to sign a non-disclosure agreement on set of #FiftyShades, two years ago! 😉❤️ {1.30.14} https://t.co/pwJnYt9Cag",693446328454615046,Twitter for iPhone,6933,689,7,22,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@fsog_greysessed,Michelle | FSD,Pouilly Fumé for Ana's first night at Escala while signing the non-disclosure agreement. 🍷📄 #FiftyShades {1.30.14} https://t.co/BsytFsRowa,693446480351367168,Twitter for iPhone,6933,689,34,86,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@fsog_greysessed,Michelle | FSD,"Ana signed Christian's NDA agreement, two years ago on set of #FiftyShades. 🍷📄 #DakotaJohnson #JamieDornan {1.30.14} https://t.co/iNIJQEsPkM",693446570512138241,Twitter for iPhone,6933,689,59,147,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@fsog_greysessed,Michelle | FSD,"""Do you play?"" ""Yes."" ""Of course you do."" 🎹❤️ #FiftyShades #DakotaJohnson #JamieDornan https://t.co/oiYOljrQm9",693446692289511425,Twitter for iPhone,6933,689,26,70,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@fsog_greysessed,Michelle | FSD,Special handshake! 👋🏻 #JamieDornan #DakotaJohnson #FiftyShades https://t.co/4IsNwyABnR,693446835550187520,Twitter for iPhone,6933,689,36,90,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@Stylight,Stylight,DID YOU SEE: A very famous Kim is joining Dakota Johnson & Jamie Dornan in the new #FiftyShades film... https://t.co/jU1MVKSdeX,693448858920206338,Falcon Social Media Management ,8779,1239,1,3,No,12/30/2008,"Munich, London, New York",Make Style Happen,View,
1/30/2016,@gumijagody,Fifty Shades Sweden,"Help me raise $500 for @IS_Foundation,donate $10 to get a huge #FiftyShades poster through https://t.co/PY5vl4J1gA. https://t.co/e4Ia8P58F3",693450107530919936,Crowdfire App,9401,6418,1,5,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@fsog_greysessed,Michelle | FSD,Amazing drawing and edit! ❤️ {Drawing by @VirginieFerreux and edit by @HappyNaila} #FiftyShades https://t.co/2eFW1PqH2X,693450133183283200,Twitter for iPhone,6933,689,12,47,No,7/28/2014,New York • Seattle,"Welcome! This is a fan page for #FiftyShades, #DakotaJohnson, #JamieDornan & @E_L_James • Follow for daily news and updates • #GREYSESSED • Laters, Baby ;)",View,
1/30/2016,@rayne_ea,Edward Anthony Rayne,"Vancouver where #FiftyShades was shot, an ePublisher of it just got $11.5m in royalties https://t.co/6XxCtqhjnB https://t.co/N8nQykzUDe",693450994236133378,Twitter Web Client,2352,1491,0,0,No,4/14/2011,"London, England","Eclectic ... Music, Movies, Markets, Science & Mysteries. Author too.",View,
1/30/2016,@carlaalbu50,C.A. Grey. ❤,My baby 😍 16 dias!! Sr. Grey #JamieDornan #ChristianGrey #FiftyShadesDarker #FSOG #FiftyShades https://t.co/fa3pzNJZ6w,693451255985864704,Twitter for Android,16,38,0,2,No,12/28/2015,,apaixonada por 50 tons. Jamie Dornan ❤❤,View,
1/30/2016,@gumijagody,Fifty Shades Sweden,"Help me raise $500 for @IS_Foundation,donate $10 to get a huge #FiftyShades poster through https://t.co/PY5vl4J1gA. https://t.co/tPX4jbfvxu",693452622922137600,Crowdfire App,9401,6418,1,4,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@Israelgirly,Rika-Germany,#FiftyShades Fans like it Darker --->https://t.co/B7b0DVujjv FREE Shipping for 2 and more items! https://t.co/N6eJByPDPp,693454638104891394,Twitter Web Client,1545,1584,0,1,No,1/17/2011,ShirtWorld,Fangirl :) #FiftyShades #JamieDornan AND #AmeliaWarner #MattBomer #Dallas #LeightonMeester #GossipGirl #OnceUponATime #Warehouse13 #WhenCallsTheHeart,View,
1/30/2016,@gumijagody,Fifty Shades Sweden,"Help me raise $500 for @IS_Foundation,donate $10 to get a huge #FiftyShades poster through https://t.co/PY5vl4J1gA. https://t.co/NbZXU1Ra6p",693455136052645888,Crowdfire App,9401,6418,2,7,No,4/21/2013,Stockholm,Editor Reviewer Photographer at @rockbladet | Party Crew Member of @andrewwk | Founder of @isfstockholm | iOS Developer,View,
1/30/2016,@ItCaselli,FiftyShadesOfAGirl,I'm yours jamie😍 #jamiedornan #sexy #tongue #love #fiftyshades https://t.co/Lu64uklo7G,693467098127925248,Twitter for iPhone,1731,4991,6,22,No,10/1/2014,"Italy, Florence",I'm @fiftyshades.of.a.girl (40K) on instagram ❤️19 years❤️ I love music. I Love #FiftyShadesOfGrey/Darker/Freed ♥,View,
